Product,Description,Price,Variant,Variant ID,SKU,Inventory Management,Handle,Availability,Product URL,Scraped at,Hollistic Description
Cargo Jeans Pant,"Introducing our newest addition to the denim family - Cargo Jeans Pant! These stylish jeans pants are perfect for the modern and adventurous fashionista. Available in a sleek dark grey color and in sizes 4-14, these pants offer the perfect combination of comfort and style. Upgrade your wardrobe with these must-have cargo jeans pants today!",600.0,"Dark Grey / 4, Dark Grey / 6, Dark Grey / 8, Dark Grey / 10, Dark Grey / 12, Dark Grey / 14","42659877650641, 42659877683409, 42659877716177, 42659877748945, 42659877781713, 42659877814481",347297-S25-1031-DG,shopify,cargo-jeans-pant-2,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-2,2026/02/23 02:10:39 PM,"Cargo Jeans Pant - Dark Grey / 4, Dark Grey / 6, Dark Grey / 8, Dark Grey / 10, Dark Grey / 12, Dark Grey / 14: Introducing our newest addition to the denim family - Cargo Jeans Pant! These stylish jeans pants are perfect for the modern and adventurous fashionista. Available in a sleek dark grey color and in sizes 4-14, these pants offer the perfect combination of comfort and style. Upgrade your wardrobe with these must-have cargo jeans pants today!"
Cargo Jeans Pant,"Introducing our stylish and versatile Cargo Jeans Pant, perfect for any casual or outdoor occasion. Made with high-quality denim material, these jeans pants are designed to provide comfort and durability. Available in a trendy Light Blue color and a range of sizes from 8 to 14, these cargo jeans are a must-have addition to your wardrobe. Upgrade your denim game with these fashionable and functional cargo jeans.",550.0,"Light Blue / 8, Light Blue / 9, Light Blue / 10, Light Blue / 11, Light Blue / 12, Light Blue / 14","42884225532113, 42884225564881, 42884225597649, 42884225630417, 42884225663185, 42884225695953",54837-W25-7126B/L,shopify,cargo-jeans-pant-12,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-12,2026/02/23 02:10:55 PM,"Cargo Jeans Pant - Light Blue / 8, Light Blue / 9, Light Blue / 10, Light Blue / 11, Light Blue / 12, Light Blue / 14: Introducing our stylish and versatile Cargo Jeans Pant, perfect for any casual or outdoor occasion. Made with high-quality denim material, these jeans pants are designed to provide comfort and durability. Available in a trendy Light Blue color and a range of sizes from 8 to 14, these cargo jeans are a must-have addition to your wardrobe. Upgrade your denim game with these fashionable and functional cargo jeans."
Cargo Jeans Pant,"Introducing our versatile and stylish Cargo Jeans Pant, part of our Jeans Pants collection. Available in classic black, these pants are perfect for any occasion. Choose from a range of sizes including 2, 4, 6, 8, 10, 12, 14, and 16 to find your perfect fit. Elevate your wardrobe with these must-have cargo jeans.",500.0,"Black / 2, Black / 4, Black / 6, Black / 8","42660698259665, 42660698292433, 42660698325201, 42660698357969",146378-S25-MS075-B,shopify,cargo-jeans-pant-3,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-3,2026/02/23 02:10:41 PM,"Cargo Jeans Pant - Black / 2, Black / 4, Black / 6, Black / 8: Introducing our versatile and stylish Cargo Jeans Pant, part of our Jeans Pants collection. Available in classic black, these pants are perfect for any occasion. Choose from a range of sizes including 2, 4, 6, 8, 10, 12, 14, and 16 to find your perfect fit. Elevate your wardrobe with these must-have cargo jeans."
Cargo Jeans Pant,"Introducing our versatile and stylish Cargo Jeans Pant, part of our Jeans Pants collection. Available in classic black, these pants are perfect for any occasion. Choose from a range of sizes including 2, 4, 6, 8, 10, 12, 14, and 16 to find your perfect fit. Elevate your wardrobe with these must-have cargo jeans.",520.0,"Black / 10, Black / 12, Black / 14, Black / 16","42660698390737, 42660698423505, 42660698456273, 42660698489041",146378-S25-MS075-B,shopify,cargo-jeans-pant-3,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-3,2026/02/23 02:10:41 PM,"Cargo Jeans Pant - Black / 10, Black / 12, Black / 14, Black / 16: Introducing our versatile and stylish Cargo Jeans Pant, part of our Jeans Pants collection. Available in classic black, these pants are perfect for any occasion. Choose from a range of sizes including 2, 4, 6, 8, 10, 12, 14, and 16 to find your perfect fit. Elevate your wardrobe with these must-have cargo jeans."
Cargo Jeans Pant,"Introducing the ultimate cargo jeans pant for a stylish and practical wardrobe addition. Crafted from durable denim, these jeans pants offer a comfortable fit and feature multiple pockets for added convenience. Available in a versatile medium blue color, they are perfect for any casual or outdoor occasion. Choose from a range of sizes including 8,9,10,11,12, and 14 to find your perfect fit. Upgrade your denim collection with these cargo jeans pants today!",550.0,"Medium Blue / 8, Medium Blue / 9, Medium Blue / 10, Medium Blue / 11, Medium Blue / 12, Medium Blue / 14","42884228645073, 42884228677841, 42884228710609, 42884228743377, 42884228776145, 42884228808913",54837-W25-7126B/M,shopify,cargo-jeans-pant-13,False,https://www.ninoskids.com/en/products/cargo-jeans-pant-13,2026/02/23 02:10:49 PM,"Cargo Jeans Pant - Medium Blue / 8, Medium Blue / 9, Medium Blue / 10, Medium Blue / 11, Medium Blue / 12, Medium Blue / 14: Introducing the ultimate cargo jeans pant for a stylish and practical wardrobe addition. Crafted from durable denim, these jeans pants offer a comfortable fit and feature multiple pockets for added convenience. Available in a versatile medium blue color, they are perfect for any casual or outdoor occasion. Choose from a range of sizes including 8,9,10,11,12, and 14 to find your perfect fit. Upgrade your denim collection with these cargo jeans pants today!"
Cargo Jeans Pants,"Introducing our stylish and versatile Cargo Jeans Pants, perfect for everyday wear. Made with high-quality denim, these jeans pants are durable and comfortable. Available in a trendy grey color and various sizes ranging from 3 to 7, these pants are a must-have in every wardrobe. Upgrade your denim game with our Cargo Jeans Pants today!",590.0,"Grey / 3, Grey / 4, Grey / 5, Grey / 6, Grey / 7","42967704371409, 42967704404177, 42967704436945, 42967704469713, 42967704502481",419-W24-123164G,shopify,cargo-jeans-pants,False,https://www.ninoskids.com/en/products/cargo-jeans-pants,2026/02/23 02:10:53 PM,"Cargo Jeans Pants - Grey / 3, Grey / 4, Grey / 5, Grey / 6, Grey / 7: Introducing our stylish and versatile Cargo Jeans Pants, perfect for everyday wear. Made with high-quality denim, these jeans pants are durable and comfortable. Available in a trendy grey color and various sizes ranging from 3 to 7, these pants are a must-have in every wardrobe. Upgrade your denim game with our Cargo Jeans Pants today!"
Cargo Pants,بنطلون ساده يناسب الاجواء الشتويه و الصيفيه كارجو اولادي الخامه : جبردين,465.0,"Brown / 2, Brown / 3, Brown / 4, Brown / 5, Brown / 6, Brown / 7","41647569928401, 41647569961169, 41647569993937, 41647570026705, 41647570059473, 41647570092241",456-R23-1337/5/S,shopify,cargo-pants-23,False,https://www.ninoskids.com/en/products/cargo-pants-23,2026/02/23 02:10:51 PM,"Cargo Pants - Brown / 2, Brown / 3, Brown / 4, Brown / 5, Brown / 6, Brown / 7: بنطلون ساده يناسب الاجواء الشتويه و الصيفيه كارجو اولادي الخامه : جبردين"
Cargo Wide Gabardine Pants,Introduce a touch of vintage style to your wardrobe with our Cargo Wide Leg Gabardine Jeans pants.,510.0,"White / 2, White / 3, White / 4, White / 5, White / 6, White / 7","42432060522705, 42432060555473, 42432060588241, 42432060621009, 42432060653777, 42432060686545",456-W24-3532/1/S,shopify,cargo-wide-gabardine-pants,True,https://www.ninoskids.com/en/products/cargo-wide-gabardine-pants,2026/02/23 02:10:54 PM,"Cargo Wide Gabardine Pants - White / 2, White / 3, White / 4, White / 5, White / 6, White / 7: Introduce a touch of vintage style to your wardrobe with our Cargo Wide Leg Gabardine Jeans pants."
Cargo Wide Gabardine Pants,"Introducing our Cargo Wide Gabardine Pants, a must-have for any wardrobe. Made from high-quality gabardine fabric, these pants offer both style and comfort. Available in the sophisticated Piege color, these pants come in sizes 8-12. Elevate your casual look with these versatile and trendy gabardine pants.",496.0,"Piege / 8, Piege / 9, Piege / 10, Piege / 11, Piege / 12","42646770155729, 42646770188497, 42646770221265, 42646770254033, 42646770286801",419-S25-223117-P,shopify,cargo-wide-gabardine-pants-8,True,https://www.ninoskids.com/en/products/cargo-wide-gabardine-pants-8,2026/02/23 02:10:55 PM,"Cargo Wide Gabardine Pants - Piege / 8, Piege / 9, Piege / 10, Piege / 11, Piege / 12: Introducing our Cargo Wide Gabardine Pants, a must-have for any wardrobe. Made from high-quality gabardine fabric, these pants offer both style and comfort. Available in the sophisticated Piege color, these pants come in sizes 8-12. Elevate your casual look with these versatile and trendy gabardine pants."
Cargo Wide Leg  Pants,"Elevate your wardrobe with our Cargo Wide Leg Gabardine Pants. Made with high-quality gabardine fabric, these pants provide a comfortable fit and a sleek look. The trendy wide leg design adds a modern touch, while the refreshing mint color adds a pop of color to your outfit. Available in sizes 4-14, these pants are perfect for any occasion.",590.0,"Mint / 4, Mint / 6, Mint / 8, Mint / 10, Mint / 12, Mint / 14","42526354079953, 42526354112721, 42526354145489, 42526354178257, 42526354211025, 42526354243793",242557-S25-T02-M,shopify,cargo-wide-leg-pants-35,True,https://www.ninoskids.com/en/products/cargo-wide-leg-pants-35,2026/02/23 02:10:52 PM,"Cargo Wide Leg  Pants - Mint / 4, Mint / 6, Mint / 8, Mint / 10, Mint / 12, Mint / 14: Elevate your wardrobe with our Cargo Wide Leg Gabardine Pants. Made with high-quality gabardine fabric, these pants provide a comfortable fit and a sleek look. The trendy wide leg design adds a modern touch, while the refreshing mint color adds a pop of color to your outfit. Available in sizes 4-14, these pants are perfect for any occasion."
Cargo Wide Leg Pants,بنطلون كارجو يناسب الاجواء الشتويه والصيفيه وايد لج بناتي الخامه : جبردين,450.0,"Dark Piege / 2, Dark Piege / 3, Dark Piege / 4, Dark Piege / 5, Dark Piege / 6, Dark Piege / 7, Light Olive / 2, Light Olive / 3, Light Olive / 4, Light Olive / 5, Light Olive / 6, Light Olive / 7, Fuscia / 2, Fuscia / 3, Fuscia / 4, Fuscia / 5, Fuscia / 6, Fuscia / 7, Light Blue / 2, Light Blue / 3, Light Blue / 4, Light Blue / 5, Light Blue / 6, Light Blue / 7","41647216492753, 41647216525521, 41647216558289, 41647216591057, 41647216623825, 41647216656593, 41647228616913, 41647228649681, 41647228682449, 41647228715217, 41647228747985, 41647228780753, 41647405138129, 41647405170897, 41647405203665, 41647405236433, 41647405269201, 41647405301969, 41647250538705, 41647250571473, 41647250604241, 41647250637009, 41647250669777, 41647250702545, 41647253127377, 41647253160145, 41647253192913, 41647253225681, 41647253258449, 41647253291217","456-R23-3333/2/S, 456-R23-3344/3/S, 456-R23-3343/4/S, 456-R23-3335/1/S, 456-R23-3335/2/S",shopify,cargo-wide-leg-pants-7,True,https://www.ninoskids.com/en/products/cargo-wide-leg-pants-7,2026/02/23 02:10:50 PM,"Cargo Wide Leg Pants - Dark Piege / 2, Dark Piege / 3, Dark Piege / 4, Dark Piege / 5, Dark Piege / 6, Dark Piege / 7, Light Olive / 2, Light Olive / 3, Light Olive / 4, Light Olive / 5, Light Olive / 6, Light Olive / 7, Fuscia / 2, Fuscia / 3, Fuscia / 4, Fuscia / 5, Fuscia / 6, Fuscia / 7, Light Blue / 2, Light Blue / 3, Light Blue / 4, Light Blue / 5, Light Blue / 6, Light Blue / 7: بنطلون كارجو يناسب الاجواء الشتويه والصيفيه وايد لج بناتي الخامه : جبردين"
