Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
The Dancing Queen T-shirt ONLY For Girls,"2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",339.0,the-dancing-queen-t-shirt-only-for-girls,shopify,"46452772438265, 46452772471033, 46452772503801, 46452772536569, 46452772569337, 46452772602105, 46452772634873, 46452772667641, 46452772700409",True,nan,https://applemintandcocoa.com//products/the-dancing-queen-t-shirt-only-for-girls,2026/02/22 12:55:57 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra,"The Dancing Queen T-shirt ONLY For Girls - 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:96% Cotton & 4% lycra"
The Deers Baby Girls Romper,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",450.0,the-deers-baby-girls-romper,shopify,"44454502695161, 44454502727929, 44454502760697, 44454502793465, 44454502826233, 44454502859001",True,nan,https://applemintandcocoa.com//products/the-deers-baby-girls-romper,2026/02/22 12:55:58 PM,Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads.,"The Deers Baby Girls Romper - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Crafted with our soft jersey knit fabric. Our fall baby rompers are perfect for those cool late summer/early fall evenings.Key Features:100% CottonCrotch and leg snaps for a less fussy diaper changes.Our signature functional wooden buttons for those little oversized heads."
The Deers Girls PJs,"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15",650.0,the-deers-girls-pjs,shopify,"44454534775033, 44454534807801, 44454534840569, 44454534873337, 44454534906105, 44454534938873, 44454534971641, 44454535004409, 44454534742265",False,nan,https://applemintandcocoa.com//products/the-deers-girls-pjs,2026/02/22 12:56:04 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Deers Girls PJs - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Dogs Boys PJs,"2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15",650.0,the-dogs-boys-pjs,shopify,"44454525174009, 44454525206777, 44454525239545, 44454525272313, 44454525305081, 44454525337849, 44454525370617, 44454525403385, 44454525141241",True,nan,https://applemintandcocoa.com//products/the-dogs-boys-pjs,2026/02/22 12:55:59 PM,Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons,"The Dogs Boys PJs - 2-3, 3-4, 4-5, 5-6, 6-7, 8-9, 10-11, 12-13, 14-15: Crafted with our soft jersey knit fabric. Our fall pajama sets are perfect for those cool late summer/early fall evenings. Key Features: 100% Cotton Elasticized waist band Cuffed pants to avoid pants riding up Our signature functional wooden buttons"
The Double Faced Sports Jacket in Neon,"6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y",1399.0,the-double-faced-sports-jacket-in-neon,shopify,"45792428130553, 45792428163321, 45792428196089, 45792428228857, 45792428261625",True,nan,https://applemintandcocoa.com//products/the-double-faced-sports-jacket-in-neon,2026/02/22 12:56:12 PM,Scared your kid might get sick from the extra chilly winter weather? Rest assured with our winter jacket. It will keep them cozy and warm! Key features: Inside fleece lining. Outside waterproof fabric.,"The Double Faced Sports Jacket in Neon - 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y: Scared your kid might get sick from the extra chilly winter weather? Rest assured with our winter jacket. It will keep them cozy and warm! Key features: Inside fleece lining. Outside waterproof fabric."
The Drop Crotch Joggers in Striped White and Oatmeal,"12-18, 18-24, 2-3, 3-4",100.0,the-drop-crotch-joggers-in-heather-gray-1,shopify,"43281630691577, 43281630724345, 43281630757113, 43281630789881",False,nan,https://applemintandcocoa.com//products/the-drop-crotch-joggers-in-heather-gray-1,2026/02/22 12:56:09 PM,Description :The perfect nursery joggers.Fabric 100% Cotton Features:Front kangaroo pocketDrawstring to adjust waist sizeDrop crotch for a roomy fit,"The Drop Crotch Joggers in Striped White and Oatmeal - 12-18, 18-24, 2-3, 3-4: Description :The perfect nursery joggers.Fabric 100% Cotton Features:Front kangaroo pocketDrawstring to adjust waist sizeDrop crotch for a roomy fit"
The Drop Crotch Joggers in Tan,"12-18, 18-24, 2-3, 3-4, 4-5",180.0,the-drop-crotch-joggers-in-tan,shopify,"43281681809657, 43281681842425, 43281681875193, 43281681907961, 43750282854649",True,nan,https://applemintandcocoa.com//products/the-drop-crotch-joggers-in-tan,2026/02/22 12:56:21 PM,Description :The perfect nursery joggers.Fabric 100% Cotton Features:Front kangaroo pocketDrawstring to adjust waist sizeDrop crotch for a roomy fit,"The Drop Crotch Joggers in Tan - 12-18, 18-24, 2-3, 3-4, 4-5: Description :The perfect nursery joggers.Fabric 100% Cotton Features:Front kangaroo pocketDrawstring to adjust waist sizeDrop crotch for a roomy fit"
The Earthling T-Shirt For Boys in Black,"6-9 Months / T-shirt Only, 18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only",195.0,the-earthling-for-boys-in-olive-green,shopify,"45478796755193, 43730593677561, 43730588696825, 43730588762361, 43730588827897, 43730588893433, 43730588958969, 43730589024505, 43730589090041, 43730589155577",True,nan,https://applemintandcocoa.com//products/the-earthling-for-boys-in-olive-green,2026/02/22 12:56:16 PM,Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Key Features:Functional branded wooden buttons.,"The Earthling T-Shirt For Boys in Black - 6-9 Months / T-shirt Only, 18-24 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only: Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Key Features:Functional branded wooden buttons."
The Eyes on The Prize Set For Baby Boys (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",345.0,the-eyes-on-the-prize-set-for-baby-boys,shopify,"44519820165369, 44519820198137, 44519820230905, 44519820263673, 44519820296441, 44519820329209",False,nan,https://applemintandcocoa.com//products/the-eyes-on-the-prize-set-for-baby-boys,2026/02/22 12:56:18 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.","The Eyes on The Prize Set For Baby Boys (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Do not tumble dry. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Eyes on The Prize T-Shirt ONLY For Boys,"3-6 Months / T-shirt Only, 12-18 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",199.0,the-eyes-on-the-prize-t-shirt-only-for-boys,shopify,"47308416745721, 47308407013625, 44519779827961, 44519779860729, 44519779893497, 44519779926265, 44519779959033, 44519779991801, 44519780024569, 44519780057337, 44519786348793",True,nan,https://applemintandcocoa.com//products/the-eyes-on-the-prize-t-shirt-only-for-boys,2026/02/22 12:56:19 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Eyes on The Prize T-Shirt ONLY For Boys - 3-6 Months / T-shirt Only, 12-18 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Eyes on The Prize T-shirt ONLY For Men,"Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",320.0,the-eyes-on-the-prize-t-shirt-only-for-men,shopify,"44546403991801, 44546404024569, 44546404057337, 44546404090105",True,nan,https://applemintandcocoa.com//products/the-eyes-on-the-prize-t-shirt-only-for-men,2026/02/22 12:56:13 PM,Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Eyes on The Prize T-shirt ONLY For Men - Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Fingerprint Set For Baby Boys (T-Shirt and Shorts ONLY),"0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months",550.0,the-fingerprint-set-for-baby-boys,shopify,"44519830323449, 44519830356217, 44519830388985, 44519830421753, 44519830454521, 44519830487289",True,nan,https://applemintandcocoa.com//products/the-fingerprint-set-for-baby-boys,2026/02/22 12:56:11 PM,"Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture. Do not tumble dry.","The Fingerprint Set For Baby Boys (T-Shirt and Shorts ONLY) - 0-3 Months, 3-6 Months, 6-9 Months, 9-12 Months, 12-18 Months, 18-24 Months: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags. Washing Care:Machine wash, inside out, gentle cycle and in cold water only. Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture. Do not tumble dry."
The Fingerprint T-Shirt ONLY For Boys,"0-3 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",199.0,the-fingerprint-t-shirt-only-for-boys,shopify,"47307951276281, 44519790084345, 44519790117113, 44519790149881, 44519790182649, 44519790215417, 44519790248185, 44519790280953, 44519790313721, 44519790346489",True,nan,https://applemintandcocoa.com//products/the-fingerprint-t-shirt-only-for-boys,2026/02/22 12:56:10 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Fingerprint T-Shirt ONLY For Boys - 0-3 Months / T-shirt Only, 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
The Fingerprint T-shirt ONLY For Men,"Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",320.0,the-fingerprint-t-shirt-only-for-men,shopify,"44519809122553, 44519809155321, 44519809188089, 44519809220857",True,nan,https://applemintandcocoa.com//products/the-fingerprint-t-shirt-only-for-men,2026/02/22 12:56:20 PM,Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture.,"The Fingerprint T-shirt ONLY For Men - Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Slim fit. Runs SMALL. Please size up. Fabric:100% Cotton Disclaimer: The prints are random and the print on the size you order may differ from the size in the picture."
